HEAD 9e786bf3c04f0e02443df2e6a69feba0b7f99033
99b04881d7350a8571b9b27ec5e15eb97585034e81fbcd06f6d81cbd2678dc37  target/release/qwen4exp_real_gate
/home/ubuntu/realgate/mtp9-owngen-loop.sh: line 17: /home/ubuntu/realgate/mtp9/corpus-ids.tsv: No such file or directory
=== pass 1 (ledger rows before: 0) ===
# qwen4exp_real_gate	label=owngen-p1	binary_sha256=99b04881d7350a8571b9b27ec5e15eb97585034e81fbcd06f6d81cbd2678dc37	ckpt=/home/ubuntu/data/q48fn-nvfp4	host_bf16_banks=false	indexer_norm_raw=false
# timing lines are UNTUNED EAGER wall clocks under correctness-arm residency — NOT perf claims
# vram	post-engine	0, 595 MiB, 97887 MiB | 1, 3 MiB, 97887 MiB
# load	156.1s
# vram	post-load	0, 95283 MiB, 97887 MiB | 1, 3 MiB, 97887 MiB
# owngen prompt 36 (agentic_tools) done — 25s elapsed, generated=1, vram 0, 96851 MiB, 97887 MiB | 1, 3 MiB, 97887 MiB
# owngen prompt 50 (longctx) done — 50s elapsed, generated=2, vram 0, 96851 MiB, 97887 MiB | 1, 3 MiB, 97887 MiB
# owngen prompt 101 (sxc_codex) done — 77s elapsed, generated=3, vram 0, 96851 MiB, 97887 MiB | 1, 3 MiB, 97887 MiB
# owngen prompt 52 (longctx) done — 102s elapsed, generated=4, vram 0, 96851 MiB, 97887 MiB | 1, 3 MiB, 97887 MiB
# owngen prompt 62 (sxc_eigen) done — 123s elapsed, generated=5, vram 0, 96851 MiB, 97887 MiB | 1, 3 MiB, 97887 MiB
# owngen prompt 51 (longctx) done — 148s elapsed, generated=6, vram 0, 96851 MiB, 97887 MiB | 1, 3 MiB, 97887 MiB
# owngen prompt 91 (sxc_hermes) done — 172s elapsed, generated=7, vram 0, 96851 MiB, 97887 MiB | 1, 3 MiB, 97887 MiB
# owngen prompt 95 (sxc_hermes) done — 193s elapsed, generated=8, vram 0, 96851 MiB, 97887 MiB | 1, 3 MiB, 97887 MiB
# owngen prompt 57 (sxc_codex) done — 217s elapsed, generated=9, vram 0, 96851 MiB, 97887 MiB | 1, 3 MiB, 97887 MiB
# owngen prompt 23 (logs) done — 242s elapsed, generated=10, vram 0, 96851 MiB, 97887 MiB | 1, 3 MiB, 97887 MiB
# owngen prompt 17 (json) done — 256s elapsed, generated=11, vram 0, 96851 MiB, 97887 MiB | 1, 3 MiB, 97887 MiB
# owngen prompt 25 (logs) done — 276s elapsed, generated=12, vram 0, 96851 MiB, 97887 MiB | 1, 3 MiB, 97887 MiB
# owngen prompt 7 (refactor) done — 299s elapsed, generated=13, vram 0, 96851 MiB, 97887 MiB | 1, 3 MiB, 97887 MiB
# owngen prompt 67 (sxc_hermes) done — 322s elapsed, generated=14, vram 0, 96851 MiB, 97887 MiB | 1, 3 MiB, 97887 MiB
# owngen prompt 19 (json) done — 348s elapsed, generated=15, vram 0, 96851 MiB, 97887 MiB | 1, 3 MiB, 97887 MiB
# owngen prompt 18 (json) done — 369s elapsed, generated=16, vram 0, 96851 MiB, 97887 MiB | 1, 3 MiB, 97887 MiB
# owngen prompt 3 (code) done — 391s elapsed, generated=17, vram 0, 96851 MiB, 97887 MiB | 1, 3 MiB, 97887 MiB
# owngen prompt 9 (reasoning) done — 408s elapsed, generated=18, vram 0, 96851 MiB, 97887 MiB | 1, 3 MiB, 97887 MiB
# owngen prompt 5 (code) done — 431s elapsed, generated=19, vram 0, 96851 MiB, 97887 MiB | 1, 3 MiB, 97887 MiB
# owngen prompt 10 (reasoning) done — 448s elapsed, generated=20, vram 0, 96851 MiB, 97887 MiB | 1, 3 MiB, 97887 MiB
# owngen prompt 31 (agentic_plan) done — 471s elapsed, generated=21, vram 0, 96851 MiB, 97887 MiB | 1, 3 MiB, 97887 MiB
# owngen prompt 8 (refactor) done — 494s elapsed, generated=22, vram 0, 96851 MiB, 97887 MiB | 1, 3 MiB, 97887 MiB
# owngen prompt 11 (reasoning) done — 511s elapsed, generated=23, vram 0, 96851 MiB, 97887 MiB | 1, 3 MiB, 97887 MiB
# owngen prompt 1 (code) done — 528s elapsed, generated=24, vram 0, 96851 MiB, 97887 MiB | 1, 3 MiB, 97887 MiB
# owngen prompt 44 (effort_low) done — 544s elapsed, generated=25, vram 0, 96851 MiB, 97887 MiB | 1, 3 MiB, 97887 MiB
# owngen prompt 6 (refactor) done — 566s elapsed, generated=26, vram 0, 96851 MiB, 97887 MiB | 1, 3 MiB, 97887 MiB
# owngen prompt 56 (sxc_claude) done — 582s elapsed, generated=27, vram 0, 96851 MiB, 97887 MiB | 1, 3 MiB, 97887 MiB
# owngen prompt 24 (logs) done — 605s elapsed, generated=28, vram 0, 96851 MiB, 97887 MiB | 1, 3 MiB, 97887 MiB
# owngen prompt 59 (sxc_hermes) done — 631s elapsed, generated=29, vram 0, 96851 MiB, 97887 MiB | 1, 3 MiB, 97887 MiB
# owngen prompt 33 (agentic_plan) done — 657s elapsed, generated=30, vram 0, 96851 MiB, 97887 MiB | 1, 3 MiB, 97887 MiB
# owngen limit 30 reached — rerun the same command to continue
# owngen: SKIPPED 6 prompts over --owngen-max-prompt 400 — a named coverage gap: [(76, 724), (60, 691), (53, 675), (54, 602), (34, 512), (35, 502)]
# qwen4exp_real_gate	label=owngen-p1	binary_sha256=99b04881d7350a8571b9b27ec5e15eb97585034e81fbcd06f6d81cbd2678dc37	ckpt=/home/ubuntu/data/q48fn-nvfp4	host_bf16_banks=false	indexer_norm_raw=false
# timing lines are UNTUNED EAGER wall clocks under correctness-arm residency — NOT perf claims
# owngen: own-generated rank corpus, k=5, FULL-VOCAB draft head, greedy=256 sampled=384x2 eos=[248046, 248044]
# provenance: prompts are REAL-SHAPED (goldens continuations + chat-template renders composed on the box); the counted distribution is this artifact's OWN emitted tokens
prompt	class	arm	seed	prompt_tokens	gen_tokens	counted	hit_eos	accept_rate	mean_accept_len	ms_per_token
# owngen prompt 21 (shell) done — 548s elapsed, generated=25, vram 0, 96403 MiB, 97887 MiB | 1, 3 MiB, 97887 MiB
# owngen prompt 12 (chat) done — 569s elapsed, generated=26, vram 0, 96403 MiB, 97887 MiB | 1, 3 MiB, 97887 MiB
# owngen prompt 27 (translate) done — 593s elapsed, generated=27, vram 0, 96403 MiB, 97887 MiB | 1, 3 MiB, 97887 MiB
# owngen prompt 48 (effort_low) done — 614s elapsed, generated=28, vram 0, 96403 MiB, 97887 MiB | 1, 3 MiB, 97887 MiB
# owngen prompt 86 (sxc_eigen) done — 639s elapsed, generated=29, vram 0, 96403 MiB, 97887 MiB | 1, 3 MiB, 97887 MiB
# owngen prompt 13 (chat) done — 663s elapsed, generated=30, vram 0, 96403 MiB, 97887 MiB | 1, 3 MiB, 97887 MiB
# owngen limit 30 reached — rerun the same command to continue
# owngen: SKIPPED 6 prompts over --owngen-max-prompt 400 — a named coverage gap: [(76, 724), (60, 691), (53, 675), (54, 602), (34, 512), (35, 502)]
# qwen4exp_real_gate	label=owngen-p2	binary_sha256=99b04881d7350a8571b9b27ec5e15eb97585034e81fbcd06f6d81cbd2678dc37	ckpt=/home/ubuntu/data/q48fn-nvfp4	host_bf16_banks=false	indexer_norm_raw=false
# timing lines are UNTUNED EAGER wall clocks under correctness-arm residency — NOT perf claims
# owngen: own-generated rank corpus, k=5, FULL-VOCAB draft head, greedy=256 sampled=384x2 eos=[248046, 248044]
# provenance: prompts are REAL-SHAPED (goldens continuations + chat-template renders composed on the box); the counted distribution is this artifact's OWN emitted tokens
prompt	class	arm	seed	prompt_tokens	gen_tokens	counted	hit_eos	accept_rate	mean_accept_len	ms_per_token
# state_capacity=PER-GENERATION (prompt+tokens+k+4; uniform max-over-pack was measured WORSE — one generation at the pack maximum does not fit the ~2.6 GiB headroom)	max_cap=1117	resumed_rows=90	limit=30
46	effort_low	greedy	-	96	256	256	false	0.597	3.94	11.45
46	effort_low	sampled	0x5eed0000	96	384	384	false	0.397	2.98	16.34
46	effort_low	sampled	0x5eed0001	96	384	384	false	0.397	2.98	15.92
# vram	after_prompt=46	generated_this_run=1	0, 96371 MiB, 97887 MiB | 1, 3 MiB, 97887 MiB
0	code	greedy	-	95	256	256	false	0.338	2.67	16.18
0	code	sampled	0x5eed0000	95	384	384	false	0.264	2.33	20.23
0	code	sampled	0x5eed0001	95	384	384	false	0.264	2.33	20.20
# vram	after_prompt=0	generated_this_run=2	0, 96371 MiB, 97887 MiB | 1, 3 MiB, 97887 MiB
29	writing	greedy	-	95	256	256	false	0.456	3.28	13.24
29	writing	sampled	0x5eed0000	95	384	328	true	0.372	2.87	16.44
29	writing	sampled	0x5eed0001	95	384	328	true	0.372	2.87	16.44
# vram	after_prompt=29	generated_this_run=3	0, 96403 MiB, 97887 MiB | 1, 3 MiB, 97887 MiB
65	sxc_codex	greedy	-	95	256	256	false	0.328	2.64	16.42
65	sxc_codex	sampled	0x5eed0000	95	384	384	false	0.209	2.04	23.12
65	sxc_codex	sampled	0x5eed0001	95	384	384	false	0.209	2.04	23.00
# vram	after_prompt=65	generated_this_run=4	0, 96403 MiB, 97887 MiB | 1, 3 MiB, 97887 MiB
30	agentic_plan	greedy	-	93	256	256	false	0.360	2.81	15.39
30	agentic_plan	sampled	0x5eed0000	93	384	384	false	0.221	2.11	22.40
30	agentic_plan	sampled	0x5eed0001	93	384	384	false	0.221	2.11	22.20
# vram	after_prompt=30	generated_this_run=5	0, 96403 MiB, 97887 MiB | 1, 3 MiB, 97887 MiB
70	sxc_eigen	greedy	-	93	256	256	false	0.384	2.88	15.16
70	sxc_eigen	sampled	0x5eed0000	93	384	384	false	0.236	2.18	21.55
70	sxc_eigen	sampled	0x5eed0001	93	384	384	false	0.236	2.18	21.64
# vram	after_prompt=70	generated_this_run=6	0, 96403 MiB, 97887 MiB | 1, 3 MiB, 97887 MiB
4	code	greedy	-	92	256	256	false	0.465	3.32	12.99
4	code	sampled	0x5eed0000	92	384	384	false	0.367	2.84	16.58
4	code	sampled	0x5eed0001	92	384	384	false	0.367	2.84	16.63
# vram	after_prompt=4	generated_this_run=7	0, 96403 MiB, 97887 MiB | 1, 3 MiB, 97887 MiB
47	effort_low	greedy	-	92	256	256	false	0.800	5.02	8.74
47	effort_low	sampled	0x5eed0000	92	384	384	false	0.680	4.36	10.83
47	effort_low	sampled	0x5eed0001	92	384	384	false	0.680	4.36	10.84
# vram	after_prompt=47	generated_this_run=8	0, 96403 MiB, 97887 MiB | 1, 3 MiB, 97887 MiB
22	shell	greedy	-	90	256	256	false	0.442	3.16	13.83
22	shell	sampled	0x5eed0000	90	384	384	false	0.325	2.61	18.26
22	shell	sampled	0x5eed0001	90	384	384	false	0.325	2.61	18.13
# vram	after_prompt=22	generated_this_run=9	0, 96403 MiB, 97887 MiB | 1, 3 MiB, 97887 MiB
32	agentic_plan	greedy	-	88	256	256	false	0.230	2.15	19.95
32	agentic_plan	sampled	0x5eed0000	88	384	384	false	0.152	1.76	26.80
32	agentic_plan	sampled	0x5eed0001	88	384	384	false	0.152	1.76	26.70
# vram	after_prompt=32	generated_this_run=10	0, 96403 MiB, 97887 MiB | 1, 3 MiB, 97887 MiB
2	code	greedy	-	87	256	256	false	0.438	3.20	13.59
2	code	sampled	0x5eed0000	87	384	384	false	0.372	2.84	16.54
2	code	sampled	0x5eed0001	87	384	384	false	0.372	2.84	16.58
# vram	after_prompt=2	generated_this_run=11	0, 96403 MiB, 97887 MiB | 1, 3 MiB, 97887 MiB
14	chat	greedy	-	87	256	256	false	0.315	2.53	16.93
14	chat	sampled	0x5eed0000	87	384	384	false	0.241	2.19	21.42
14	chat	sampled	0x5eed0001	87	384	384	false	0.241	2.19	21.45
# vram	after_prompt=14	generated_this_run=12	0, 96403 MiB, 97887 MiB | 1, 3 MiB, 97887 MiB
66	sxc_eigen	greedy	-	87	256	256	false	0.291	2.44	17.64
66	sxc_eigen	sampled	0x5eed0000	87	384	384	false	0.318	2.59	18.08
66	sxc_eigen	sampled	0x5eed0001	87	384	384	false	0.318	2.59	18.13
# vram	after_prompt=66	generated_this_run=13	0, 96403 MiB, 97887 MiB | 1, 3 MiB, 97887 MiB
26	translate	greedy	-	86	256	256	false	0.484	3.37	12.86
26	translate	sampled	0x5eed0000	86	384	384	false	0.385	2.93	16.06
26	translate	sampled	0x5eed0001	86	384	384	false	0.385	2.93	16.09
# vram	after_prompt=26	generated_this_run=14	0, 96403 MiB, 97887 MiB | 1, 3 MiB, 97887 MiB
63	sxc_hermes	greedy	-	86	256	256	false	0.378	2.88	14.94
63	sxc_hermes	sampled	0x5eed0000	86	384	384	false	0.259	2.30	20.45
63	sxc_hermes	sampled	0x5eed0001	86	384	384	false	0.259	2.30	20.39
# vram	after_prompt=63	generated_this_run=15	0, 96403 MiB, 97887 MiB | 1, 3 MiB, 97887 MiB
73	sxc_codex	greedy	-	84	256	256	false	0.348	2.75	15.61
73	sxc_codex	sampled	0x5eed0000	84	384	384	false	0.274	2.36	19.84
73	sxc_codex	sampled	0x5eed0001	84	384	384	false	0.274	2.36	20.06
# vram	after_prompt=73	generated_this_run=16	0, 96403 MiB, 97887 MiB | 1, 3 MiB, 97887 MiB
90	sxc_eigen	greedy	-	84	256	256	false	0.398	2.98	14.57
90	sxc_eigen	sampled	0x5eed0000	84	384	384	false	0.201	2.01	23.36
90	sxc_eigen	sampled	0x5eed0001	84	384	384	false	0.201	2.01	23.43
# vram	after_prompt=90	generated_this_run=17	0, 96403 MiB, 97887 MiB | 1, 3 MiB, 97887 MiB
28	writing	greedy	-	82	256	256	false	0.410	3.05	14.13
28	writing	sampled	0x5eed0000	82	384	384	false	0.283	2.42	19.46
28	writing	sampled	0x5eed0001	82	384	384	false	0.283	2.42	19.50
# vram	after_prompt=28	generated_this_run=18	0, 96403 MiB, 97887 MiB | 1, 3 MiB, 97887 MiB
20	shell	greedy	-	81	256	256	false	0.354	2.78	15.49
20	shell	sampled	0x5eed0000	81	384	384	false	0.250	2.25	20.89
20	shell	sampled	0x5eed0001	81	384	384	false	0.250	2.25	20.95
# vram	after_prompt=20	generated_this_run=19	0, 96403 MiB, 97887 MiB | 1, 3 MiB, 97887 MiB
82	sxc_eigen	greedy	-	81	256	256	false	0.342	2.67	16.06
82	sxc_eigen	sampled	0x5eed0000	81	384	384	false	0.249	2.22	21.01
82	sxc_eigen	sampled	0x5eed0001	81	384	384	false	0.249	2.22	21.10
# vram	after_prompt=82	generated_this_run=20	0, 96403 MiB, 97887 MiB | 1, 3 MiB, 97887 MiB
100	sxc_claude	greedy	-	81	256	256	false	0.345	2.72	15.75
100	sxc_claude	sampled	0x5eed0000	81	384	384	false	0.218	2.09	22.48
100	sxc_claude	sampled	0x5eed0001	81	384	384	false	0.218	2.09	22.45
# vram	after_prompt=100	generated_this_run=21	0, 96403 MiB, 97887 MiB | 1, 3 MiB, 97887 MiB
45	effort_low	greedy	-	80	256	256	false	0.567	3.82	11.37
45	effort_low	sampled	0x5eed0000	80	384	384	false	0.500	3.49	13.47
45	effort_low	sampled	0x5eed0001	80	384	384	false	0.500	3.49	13.44
# vram	after_prompt=45	generated_this_run=22	0, 96403 MiB, 97887 MiB | 1, 3 MiB, 97887 MiB
15	chat	greedy	-	79	256	256	false	0.282	2.39	17.94
15	chat	sampled	0x5eed0000	79	384	384	false	0.175	1.88	24.84
15	chat	sampled	0x5eed0001	79	384	384	false	0.175	1.88	24.84
# vram	after_prompt=15	generated_this_run=23	0, 96403 MiB, 97887 MiB | 1, 3 MiB, 97887 MiB
16	chat	greedy	-	79	256	256	false	0.281	2.42	17.73
16	chat	sampled	0x5eed0000	79	384	384	false	0.226	2.13	22.16
16	chat	sampled	0x5eed0001	79	384	384	false	0.226	2.13	22.04
# vram	after_prompt=16	generated_this_run=24	0, 96403 MiB, 97887 MiB | 1, 3 MiB, 97887 MiB
21	shell	greedy	-	79	256	256	false	0.378	2.84	15.09
21	shell	sampled	0x5eed0000	79	384	384	false	0.351	2.76	16.98
21	shell	sampled	0x5eed0001	79	384	384	false	0.351	2.76	16.92
# vram	after_prompt=21	generated_this_run=25	0, 96403 MiB, 97887 MiB | 1, 3 MiB, 97887 MiB
12	chat	greedy	-	78	256	256	false	0.402	3.01	14.29
12	chat	sampled	0x5eed0000	78	384	211	true	0.282	2.42	19.45
12	chat	sampled	0x5eed0001	78	384	211	true	0.282	2.42	19.52
# vram	after_prompt=12	generated_this_run=26	0, 96403 MiB, 97887 MiB | 1, 3 MiB, 97887 MiB
27	translate	greedy	-	78	256	256	false	0.295	2.49	17.27
27	translate	sampled	0x5eed0000	78	384	384	false	0.246	2.21	21.10
27	translate	sampled	0x5eed0001	78	384	384	false	0.246	2.21	21.11
# vram	after_prompt=27	generated_this_run=27	0, 96403 MiB, 97887 MiB | 1, 3 MiB, 97887 MiB
48	effort_low	greedy	-	75	256	256	false	0.409	3.01	14.26
48	effort_low	sampled	0x5eed0000	75	384	384	false	0.306	2.51	18.73
48	effort_low	sampled	0x5eed0001	75	384	384	false	0.306	2.51	18.57
# vram	after_prompt=48	generated_this_run=28	0, 96403 MiB, 97887 MiB | 1, 3 MiB, 97887 MiB
86	sxc_eigen	greedy	-	75	256	256	false	0.347	2.72	15.73
86	sxc_eigen	sampled	0x5eed0000	75	384	384	false	0.190	1.95	24.00
86	sxc_eigen	sampled	0x5eed0001	75	384	384	false	0.190	1.95	24.00
# vram	after_prompt=86	generated_this_run=29	0, 96403 MiB, 97887 MiB | 1, 3 MiB, 97887 MiB
13	chat	greedy	-	74	256	256	false	0.312	2.56	16.73
13	chat	sampled	0x5eed0000	74	384	384	false	0.207	2.04	22.86
13	chat	sampled	0x5eed0001	74	384	384	false	0.207	2.04	22.84
# vram	after_prompt=13	generated_this_run=30	0, 96403 MiB, 97887 MiB | 1, 3 MiB, 97887 MiB
# skipped_over_max_prompt=6	max_prompt=400	indices_lens=[(76, 724), (60, 691), (53, 675), (54, 602), (34, 512), (35, 502)]
# corpus	total_counted_tokens=58093	distinct_ids=4262	vocab=248320	seconds=663
# coverage table (share of counted tokens inside the global top-N)
topN	global_coverage	floor_4x_tokens	floor_met	cov_agentic_plan	cov_agentic_tools	cov_chat	cov_code	cov_effort_low	cov_json	cov_logs	cov_longctx	cov_reasoning	cov_refactor	cov_shell	cov_sxc_claude	cov_sxc_codex	cov_sxc_eigen	cov_sxc_hermes	cov_translate	cov_writing
1024	0.81747	4096	true	0.79395	0.75281	0.76435	0.80225	0.84492	0.89918	0.79927	0.79622	0.90234	0.82096	0.81283	0.80754	0.79547	0.83773	0.82129	0.81689	0.79597
2048	0.91996	8192	true	0.91089	0.87640	0.87956	0.91732	0.92754	0.96591	0.91071	0.90527	0.96419	0.91960	0.92318	0.91560	0.89536	0.94368	0.91328	0.94287	0.91167
4096	0.99714	16384	true	0.99780	1.00000	0.99372	0.99756	0.99648	0.99904	0.99735	0.99512	0.99805	0.99707	0.99805	0.99744	0.99664	0.99902	0.99727	0.99756	0.99638
8192	1.00000	32768	true	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000
16384	1.00000	65536	false	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000
32768	1.00000	131072	false	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000
65536	1.00000	262144	false	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000
# ranks_sidecar	/home/ubuntu/realgate/mtp9/ranks-owngen.txt

# owngen receipt: /home/ubuntu/realgate/mtp9/corpus/owngen-owngen-p2.tsv
=== pass 2 done (ledger rows after: 180) ===
=== pass 3 (ledger rows before: 180) ===
# qwen4exp_real_gate	label=owngen-p3	binary_sha256=99b04881d7350a8571b9b27ec5e15eb97585034e81fbcd06f6d81cbd2678dc37	ckpt=/home/ubuntu/data/q48fn-nvfp4	host_bf16_banks=false	indexer_norm_raw=false
# timing lines are UNTUNED EAGER wall clocks under correctness-arm residency — NOT perf claims
# vram	post-engine	0, 595 MiB, 97887 MiB | 1, 3 MiB, 97887 MiB
# load	152.7s
# vram	post-load	0, 95283 MiB, 97887 MiB | 1, 3 MiB, 97887 MiB
# owngen resume: 180 generations already banked in /home/ubuntu/realgate/mtp9/corpus-ids.tsv
# owngen prompt 69 (sxc_codex) done — 26s elapsed, generated=1, vram 0, 96339 MiB, 97887 MiB | 1, 3 MiB, 97887 MiB
# owngen prompt 87 (sxc_hermes) done — 49s elapsed, generated=2, vram 0, 96339 MiB, 97887 MiB | 1, 3 MiB, 97887 MiB
# owngen prompt 71 (sxc_hermes) done — 71s elapsed, generated=3, vram 0, 96339 MiB, 97887 MiB | 1, 3 MiB, 97887 MiB
# owngen prompt 81 (sxc_codex) done — 90s elapsed, generated=4, vram 0, 96339 MiB, 97887 MiB | 1, 3 MiB, 97887 MiB
# owngen prompt 40 (think_off) done — 104s elapsed, generated=5, vram 0, 96339 MiB, 97887 MiB | 1, 3 MiB, 97887 MiB
# owngen prompt 58 (sxc_eigen) done — 126s elapsed, generated=6, vram 0, 96339 MiB, 97887 MiB | 1, 3 MiB, 97887 MiB
# owngen prompt 61 (sxc_codex) done — 150s elapsed, generated=7, vram 0, 96339 MiB, 97887 MiB | 1, 3 MiB, 97887 MiB
# owngen prompt 72 (sxc_claude) done — 175s elapsed, generated=8, vram 0, 96339 MiB, 97887 MiB | 1, 3 MiB, 97887 MiB
# owngen prompt 75 (sxc_hermes) done — 195s elapsed, generated=9, vram 0, 96339 MiB, 97887 MiB | 1, 3 MiB, 97887 MiB
# owngen prompt 99 (sxc_hermes) done — 215s elapsed, generated=10, vram 0, 96339 MiB, 97887 MiB | 1, 3 MiB, 97887 MiB
# owngen prompt 84 (sxc_claude) done — 238s elapsed, generated=11, vram 0, 96339 MiB, 97887 MiB | 1, 3 MiB, 97887 MiB
# owngen prompt 96 (sxc_claude) done — 261s elapsed, generated=12, vram 0, 96339 MiB, 97887 MiB | 1, 3 MiB, 97887 MiB
# owngen prompt 41 (think_off) done — 275s elapsed, generated=13, vram 0, 96339 MiB, 97887 MiB | 1, 3 MiB, 97887 MiB
# owngen prompt 49 (effort_low) done — 295s elapsed, generated=14, vram 0, 96339 MiB, 97887 MiB | 1, 3 MiB, 97887 MiB
# owngen prompt 77 (sxc_codex) done — 320s elapsed, generated=15, vram 0, 96339 MiB, 97887 MiB | 1, 3 MiB, 97887 MiB
# owngen prompt 89 (sxc_codex) done — 345s elapsed, generated=16, vram 0, 96339 MiB, 97887 MiB | 1, 3 MiB, 97887 MiB
# owngen prompt 93 (sxc_codex) done — 362s elapsed, generated=17, vram 0, 96339 MiB, 97887 MiB | 1, 3 MiB, 97887 MiB
# owngen prompt 94 (sxc_eigen) done — 384s elapsed, generated=18, vram 0, 96371 MiB, 97887 MiB | 1, 3 MiB, 97887 MiB
# owngen prompt 85 (sxc_codex) done — 405s elapsed, generated=19, vram 0, 96371 MiB, 97887 MiB | 1, 3 MiB, 97887 MiB
# owngen prompt 38 (think_off) done — 419s elapsed, generated=20, vram 0, 96371 MiB, 97887 MiB | 1, 3 MiB, 97887 MiB
# owngen prompt 55 (sxc_hermes) done — 438s elapsed, generated=21, vram 0, 96371 MiB, 97887 MiB | 1, 3 MiB, 97887 MiB
# owngen prompt 80 (sxc_claude) done — 460s elapsed, generated=22, vram 0, 96371 MiB, 97887 MiB | 1, 3 MiB, 97887 MiB
# owngen prompt 83 (sxc_hermes) done — 479s elapsed, generated=23, vram 0, 96371 MiB, 97887 MiB | 1, 3 MiB, 97887 MiB
# owngen prompt 88 (sxc_claude) done — 501s elapsed, generated=24, vram 0, 96371 MiB, 97887 MiB | 1, 3 MiB, 97887 MiB
# owngen prompt 97 (sxc_codex) done — 523s elapsed, generated=25, vram 0, 96371 MiB, 97887 MiB | 1, 3 MiB, 97887 MiB
# owngen prompt 64 (sxc_claude) done — 547s elapsed, generated=26, vram 0, 96371 MiB, 97887 MiB | 1, 3 MiB, 97887 MiB
# owngen prompt 78 (sxc_eigen) done — 568s elapsed, generated=27, vram 0, 96371 MiB, 97887 MiB | 1, 3 MiB, 97887 MiB
# owngen prompt 92 (sxc_claude) done — 591s elapsed, generated=28, vram 0, 96371 MiB, 97887 MiB | 1, 3 MiB, 97887 MiB
# owngen prompt 98 (sxc_eigen) done — 613s elapsed, generated=29, vram 0, 96371 MiB, 97887 MiB | 1, 3 MiB, 97887 MiB
# owngen prompt 68 (sxc_claude) done — 638s elapsed, generated=30, vram 0, 96371 MiB, 97887 MiB | 1, 3 MiB, 97887 MiB
# owngen limit 30 reached — rerun the same command to continue
# owngen: SKIPPED 6 prompts over --owngen-max-prompt 400 — a named coverage gap: [(76, 724), (60, 691), (53, 675), (54, 602), (34, 512), (35, 502)]
# qwen4exp_real_gate	label=owngen-p3	binary_sha256=99b04881d7350a8571b9b27ec5e15eb97585034e81fbcd06f6d81cbd2678dc37	ckpt=/home/ubuntu/data/q48fn-nvfp4	host_bf16_banks=false	indexer_norm_raw=false
# timing lines are UNTUNED EAGER wall clocks under correctness-arm residency — NOT perf claims
# owngen: own-generated rank corpus, k=5, FULL-VOCAB draft head, greedy=256 sampled=384x2 eos=[248046, 248044]
# provenance: prompts are REAL-SHAPED (goldens continuations + chat-template renders composed on the box); the counted distribution is this artifact's OWN emitted tokens
prompt	class	arm	seed	prompt_tokens	gen_tokens	counted	hit_eos	accept_rate	mean_accept_len	ms_per_token
# state_capacity=PER-GENERATION (prompt+tokens+k+4; uniform max-over-pack was measured WORSE — one generation at the pack maximum does not fit the ~2.6 GiB headroom)	max_cap=1117	resumed_rows=180	limit=30
69	sxc_codex	greedy	-	74	256	256	false	0.349	2.72	16.40
69	sxc_codex	sampled	0x5eed0000	74	384	384	false	0.189	1.94	24.55
69	sxc_codex	sampled	0x5eed0001	74	384	384	false	0.189	1.94	23.98
# vram	after_prompt=69	generated_this_run=1	0, 96339 MiB, 97887 MiB | 1, 3 MiB, 97887 MiB
87	sxc_hermes	greedy	-	72	256	256	false	0.393	2.98	14.44
87	sxc_hermes	sampled	0x5eed0000	72	384	384	false	0.231	2.16	21.68
87	sxc_hermes	sampled	0x5eed0001	72	384	384	false	0.231	2.16	21.47
# vram	after_prompt=87	generated_this_run=2	0, 96339 MiB, 97887 MiB | 1, 3 MiB, 97887 MiB
71	sxc_hermes	greedy	-	71	256	153	true	0.393	2.98	14.38
71	sxc_hermes	sampled	0x5eed0000	71	384	384	false	0.265	2.30	20.24
71	sxc_hermes	sampled	0x5eed0001	71	384	384	false	0.265	2.30	20.18
# vram	after_prompt=71	generated_this_run=3	0, 96339 MiB, 97887 MiB | 1, 3 MiB, 97887 MiB
81	sxc_codex	greedy	-	71	256	256	false	0.398	2.98	14.39
81	sxc_codex	sampled	0x5eed0000	71	384	384	false	0.333	2.67	17.56
81	sxc_codex	sampled	0x5eed0001	71	384	384	false	0.333	2.67	17.54
# vram	after_prompt=81	generated_this_run=4	0, 96339 MiB, 97887 MiB | 1, 3 MiB, 97887 MiB
40	think_off	greedy	-	70	256	256	false	0.735	4.65	9.24
40	think_off	sampled	0x5eed0000	70	384	384	false	0.646	4.22	11.04
40	think_off	sampled	0x5eed0001	70	384	384	false	0.646	4.22	11.05
# vram	after_prompt=40	generated_this_run=5	0, 96339 MiB, 97887 MiB | 1, 3 MiB, 97887 MiB
58	sxc_eigen	greedy	-	70	256	256	false	0.414	3.08	13.86
58	sxc_eigen	sampled	0x5eed0000	70	384	384	false	0.254	2.26	20.69
