# qwen4exp_real_gate	label=owngen-mtp10	binary_sha256=6307988375a174e78f463d2d3b2964b4ee9173bfe2e956813c304ba902c82790	ckpt=/home/ubuntu/data/q48fn-nvfp4	host_bf16_banks=false	indexer_norm_raw=false	mtp_dev1=true	spec_opts=SpecOpts { dynk: None, adapt_k_lo: None, pmin: 0.0 }
# timing lines are UNTUNED EAGER wall clocks under correctness-arm residency — NOT perf claims
# owngen: own-generated rank corpus, k=5, FULL-VOCAB draft head, greedy=256 sampled=512x2 eos=[248046, 248044]
# provenance: prompts are REAL-SHAPED (goldens continuations + chat-template renders composed on the box); the counted distribution is this artifact's OWN emitted tokens
prompt	class	arm	seed	prompt_tokens	gen_tokens	counted	hit_eos	accept_rate	mean_accept_len	ms_per_token
317	sxc_codex	greedy	-	86	256	256	false	0.395	2.98	14.80
317	sxc_codex	sampled	0x5eed0000	86	512	512	false	0.389	2.93	16.90
317	sxc_codex	sampled	0x5eed0001	86	512	512	false	0.389	2.93	16.87
# vram	after_prompt=317	generated_this_run=155	0, 92115 MiB, 97887 MiB | 1, 10099 MiB, 97887 MiB
326	sxc_eigen	greedy	-	86	256	256	false	0.497	3.46	12.92
326	sxc_eigen	sampled	0x5eed0000	86	512	512	false	0.308	2.53	19.47
326	sxc_eigen	sampled	0x5eed0001	86	512	512	false	0.308	2.53	19.45
# vram	after_prompt=326	generated_this_run=156	0, 92115 MiB, 97887 MiB | 1, 10099 MiB, 97887 MiB
342	sxc_eigen	greedy	-	86	256	256	false	0.386	2.94	14.98
342	sxc_eigen	sampled	0x5eed0000	86	512	512	false	0.242	2.22	22.36
342	sxc_eigen	sampled	0x5eed0001	86	512	512	false	0.242	2.22	22.27
# vram	after_prompt=342	generated_this_run=157	0, 92115 MiB, 97887 MiB | 1, 10099 MiB, 97887 MiB
165	sxc_codex	greedy	-	85	256	256	false	0.405	3.01	14.77
165	sxc_codex	sampled	0x5eed0000	85	512	512	false	0.181	1.90	25.88
165	sxc_codex	sampled	0x5eed0001	85	512	512	false	0.181	1.90	25.94
# vram	after_prompt=165	generated_this_run=158	0, 92115 MiB, 97887 MiB | 1, 10099 MiB, 97887 MiB
168	sxc_claude	greedy	-	85	256	256	false	0.348	2.75	16.10
168	sxc_claude	sampled	0x5eed0000	85	512	512	false	0.227	2.13	23.10
168	sxc_claude	sampled	0x5eed0001	85	512	512	false	0.227	2.13	23.07
# vram	after_prompt=168	generated_this_run=159	0, 92115 MiB, 97887 MiB | 1, 10099 MiB, 97887 MiB
199	sxc_hermes	greedy	-	85	256	256	false	0.360	2.81	15.69
199	sxc_hermes	sampled	0x5eed0000	85	512	512	false	0.216	2.08	23.63
199	sxc_hermes	sampled	0x5eed0001	85	512	512	false	0.216	2.08	23.65
# vram	after_prompt=199	generated_this_run=160	0, 92115 MiB, 97887 MiB | 1, 10099 MiB, 97887 MiB
256	sxc_claude	greedy	-	85	256	256	false	0.378	2.88	15.32
256	sxc_claude	sampled	0x5eed0000	85	512	512	false	0.315	2.56	19.20
256	sxc_claude	sampled	0x5eed0001	85	512	512	false	0.315	2.56	19.23
# vram	after_prompt=256	generated_this_run=161	0, 92115 MiB, 97887 MiB | 1, 10099 MiB, 97887 MiB
73	sxc_codex	greedy	-	84	256	256	false	0.348	2.75	16.06
73	sxc_codex	sampled	0x5eed0000	84	512	461	true	0.275	2.38	20.57
73	sxc_codex	sampled	0x5eed0001	84	512	461	true	0.275	2.38	20.60
# vram	after_prompt=73	generated_this_run=162	0, 92115 MiB, 97887 MiB | 1, 10099 MiB, 97887 MiB
90	sxc_eigen	greedy	-	84	256	256	false	0.398	2.98	14.81
90	sxc_eigen	sampled	0x5eed0000	84	512	512	false	0.187	1.94	25.45
90	sxc_eigen	sampled	0x5eed0001	84	512	512	false	0.187	1.94	25.48
# vram	after_prompt=90	generated_this_run=163	0, 92115 MiB, 97887 MiB | 1, 10099 MiB, 97887 MiB
114	sxc_eigen	greedy	-	84	256	256	false	0.326	2.64	16.83
114	sxc_eigen	sampled	0x5eed0000	84	512	512	false	0.210	2.06	23.91
114	sxc_eigen	sampled	0x5eed0001	84	512	512	false	0.210	2.06	23.98
# vram	after_prompt=114	generated_this_run=164	0, 92115 MiB, 97887 MiB | 1, 10099 MiB, 97887 MiB
175	sxc_hermes	greedy	-	84	256	256	false	0.314	2.56	17.14
175	sxc_hermes	sampled	0x5eed0000	84	512	512	false	0.224	2.12	23.16
175	sxc_hermes	sampled	0x5eed0001	84	512	512	false	0.224	2.12	23.17
# vram	after_prompt=175	generated_this_run=165	0, 92115 MiB, 97887 MiB | 1, 10099 MiB, 97887 MiB
182	sxc_eigen	greedy	-	84	256	203	true	0.518	3.61	12.35
182	sxc_eigen	sampled	0x5eed0000	84	512	271	true	0.483	3.41	14.43
182	sxc_eigen	sampled	0x5eed0001	84	512	271	true	0.483	3.41	14.43
# vram	after_prompt=182	generated_this_run=166	0, 92115 MiB, 97887 MiB | 1, 10099 MiB, 97887 MiB
186	sxc_eigen	greedy	-	84	256	256	false	0.585	3.94	11.22
186	sxc_eigen	sampled	0x5eed0000	84	512	512	false	0.299	2.50	19.82
186	sxc_eigen	sampled	0x5eed0001	84	512	512	false	0.299	2.50	19.78
# vram	after_prompt=186	generated_this_run=167	0, 92115 MiB, 97887 MiB | 1, 10099 MiB, 97887 MiB
270	sxc_eigen	greedy	-	84	256	256	false	0.293	2.44	18.07
270	sxc_eigen	sampled	0x5eed0000	84	512	512	false	0.228	2.14	23.08
270	sxc_eigen	sampled	0x5eed0001	84	512	512	false	0.228	2.14	23.10
# vram	after_prompt=270	generated_this_run=168	0, 92115 MiB, 97887 MiB | 1, 10099 MiB, 97887 MiB
273	sxc_codex	greedy	-	84	256	256	false	0.348	2.75	15.98
273	sxc_codex	sampled	0x5eed0000	84	512	512	false	0.205	2.01	24.47
273	sxc_codex	sampled	0x5eed0001	84	512	512	false	0.205	2.01	24.50
# vram	after_prompt=273	generated_this_run=169	0, 92115 MiB, 97887 MiB | 1, 10099 MiB, 97887 MiB
115	sxc_hermes	greedy	-	83	256	256	false	0.290	2.44	18.09
115	sxc_hermes	sampled	0x5eed0000	83	512	512	false	0.236	2.17	22.69
115	sxc_hermes	sampled	0x5eed0001	83	512	512	false	0.236	2.17	22.64
# vram	after_prompt=115	generated_this_run=170	0, 92115 MiB, 97887 MiB | 1, 10099 MiB, 97887 MiB
231	sxc_hermes	greedy	-	83	256	256	false	0.443	3.20	13.80
231	sxc_hermes	sampled	0x5eed0000	83	512	512	false	0.277	2.38	20.71
231	sxc_hermes	sampled	0x5eed0001	83	512	512	false	0.277	2.38	20.64
# vram	after_prompt=231	generated_this_run=171	0, 92115 MiB, 97887 MiB | 1, 10099 MiB, 97887 MiB
309	sxc_codex	greedy	-	83	256	256	false	0.398	2.98	14.80
309	sxc_codex	sampled	0x5eed0000	83	512	512	false	0.260	2.31	21.36
309	sxc_codex	sampled	0x5eed0001	83	512	512	false	0.260	2.31	21.29
# vram	after_prompt=309	generated_this_run=172	0, 92115 MiB, 97887 MiB | 1, 10099 MiB, 97887 MiB
28	writing	greedy	-	82	256	256	false	0.410	3.05	14.54
28	writing	sampled	0x5eed0000	82	512	512	false	0.366	2.81	17.50
28	writing	sampled	0x5eed0001	82	512	512	false	0.366	2.81	17.45
# vram	after_prompt=28	generated_this_run=173	0, 92115 MiB, 97887 MiB | 1, 10099 MiB, 97887 MiB
109	sxc_codex	greedy	-	82	256	256	false	0.367	2.84	15.46
109	sxc_codex	sampled	0x5eed0000	82	512	512	false	0.293	2.46	19.88
109	sxc_codex	sampled	0x5eed0001	82	512	512	false	0.293	2.46	19.91
# vram	after_prompt=109	generated_this_run=174	0, 92115 MiB, 97887 MiB | 1, 10099 MiB, 97887 MiB
323	sxc_hermes	greedy	-	82	256	256	false	0.468	3.32	13.22
323	sxc_hermes	sampled	0x5eed0000	82	512	512	false	0.287	2.42	20.33
323	sxc_hermes	sampled	0x5eed0001	82	512	512	false	0.287	2.42	20.39
# vram	after_prompt=323	generated_this_run=175	0, 92115 MiB, 97887 MiB | 1, 10099 MiB, 97887 MiB
20	shell	greedy	-	81	256	256	false	0.354	2.78	15.86
20	shell	sampled	0x5eed0000	81	512	512	false	0.268	2.33	21.05
20	shell	sampled	0x5eed0001	81	512	512	false	0.268	2.33	21.04
# vram	after_prompt=20	generated_this_run=176	0, 92115 MiB, 97887 MiB | 1, 10099 MiB, 97887 MiB
82	sxc_eigen	greedy	-	81	256	256	false	0.342	2.67	16.45
82	sxc_eigen	sampled	0x5eed0000	81	512	512	false	0.267	2.34	20.94
82	sxc_eigen	sampled	0x5eed0001	81	512	512	false	0.267	2.34	20.87
# vram	after_prompt=82	generated_this_run=177	0, 92115 MiB, 97887 MiB | 1, 10099 MiB, 97887 MiB
100	sxc_claude	greedy	-	81	256	256	false	0.345	2.72	16.13
100	sxc_claude	sampled	0x5eed0000	81	512	512	false	0.215	2.07	23.62
100	sxc_claude	sampled	0x5eed0001	81	512	512	false	0.215	2.07	23.73
# vram	after_prompt=100	generated_this_run=178	0, 92115 MiB, 97887 MiB | 1, 10099 MiB, 97887 MiB
124	sxc_claude	greedy	-	81	256	256	false	0.395	2.98	14.80
124	sxc_claude	sampled	0x5eed0000	81	512	403	true	0.268	2.34	21.00
124	sxc_claude	sampled	0x5eed0001	81	512	403	true	0.268	2.34	21.01
# vram	after_prompt=124	generated_this_run=179	0, 92115 MiB, 97887 MiB | 1, 10099 MiB, 97887 MiB
167	sxc_hermes	greedy	-	81	256	256	false	0.384	2.91	15.09
167	sxc_hermes	sampled	0x5eed0000	81	512	368	true	0.336	2.68	18.27
167	sxc_hermes	sampled	0x5eed0001	81	512	368	true	0.336	2.68	18.24
# vram	after_prompt=167	generated_this_run=180	0, 92115 MiB, 97887 MiB | 1, 10099 MiB, 97887 MiB
321	sxc_codex	greedy	-	81	256	256	false	0.438	3.20	13.76
321	sxc_codex	sampled	0x5eed0000	81	512	512	false	0.292	2.45	20.01
321	sxc_codex	sampled	0x5eed0001	81	512	512	false	0.292	2.45	20.04
# vram	after_prompt=321	generated_this_run=181	0, 92115 MiB, 97887 MiB | 1, 10099 MiB, 97887 MiB
45	effort_low	greedy	-	80	256	256	false	0.567	3.82	11.57
45	effort_low	sampled	0x5eed0000	80	512	512	false	0.500	3.51	14.00
45	effort_low	sampled	0x5eed0001	80	512	512	false	0.500	3.51	13.97
# vram	after_prompt=45	generated_this_run=182	0, 92115 MiB, 97887 MiB | 1, 10099 MiB, 97887 MiB
147	sxc_hermes	greedy	-	80	256	256	false	0.330	2.64	16.72
147	sxc_hermes	sampled	0x5eed0000	80	512	512	false	0.317	2.59	18.95
147	sxc_hermes	sampled	0x5eed0001	80	512	512	false	0.317	2.59	18.91
# vram	after_prompt=147	generated_this_run=183	0, 92115 MiB, 97887 MiB | 1, 10099 MiB, 97887 MiB
214	sxc_eigen	greedy	-	80	256	256	false	0.378	2.84	15.57
214	sxc_eigen	sampled	0x5eed0000	80	512	512	false	0.207	2.04	24.04
214	sxc_eigen	sampled	0x5eed0001	80	512	512	false	0.207	2.04	24.06
# vram	after_prompt=214	generated_this_run=184	0, 92115 MiB, 97887 MiB | 1, 10099 MiB, 97887 MiB
15	chat	greedy	-	79	256	256	false	0.282	2.39	18.42
15	chat	sampled	0x5eed0000	79	512	512	false	0.170	1.85	26.45
15	chat	sampled	0x5eed0001	79	512	512	false	0.170	1.85	26.50
# vram	after_prompt=15	generated_this_run=185	0, 92115 MiB, 97887 MiB | 1, 10099 MiB, 97887 MiB
16	chat	greedy	-	79	256	256	false	0.281	2.42	18.18
16	chat	sampled	0x5eed0000	79	512	512	false	0.249	2.25	21.77
16	chat	sampled	0x5eed0001	79	512	512	false	0.249	2.25	21.81
# vram	after_prompt=16	generated_this_run=186	0, 92115 MiB, 97887 MiB | 1, 10099 MiB, 97887 MiB
21	shell	greedy	-	79	256	256	false	0.378	2.84	15.48
21	shell	sampled	0x5eed0000	79	512	512	false	0.382	2.91	16.82
21	shell	sampled	0x5eed0001	79	512	512	false	0.382	2.91	16.82
# vram	after_prompt=21	generated_this_run=187	0, 92115 MiB, 97887 MiB | 1, 10099 MiB, 97887 MiB
131	sxc_hermes	greedy	-	79	256	256	false	0.389	2.94	14.96
131	sxc_hermes	sampled	0x5eed0000	79	512	512	false	0.272	2.36	20.75
131	sxc_hermes	sampled	0x5eed0001	79	512	512	false	0.272	2.36	20.71
# vram	after_prompt=131	generated_this_run=188	0, 92115 MiB, 97887 MiB | 1, 10099 MiB, 97887 MiB
334	sxc_eigen	greedy	-	79	256	256	false	0.321	2.59	16.96
334	sxc_eigen	sampled	0x5eed0000	79	512	512	false	0.206	2.03	24.06
334	sxc_eigen	sampled	0x5eed0001	79	512	512	false	0.206	2.03	24.01
# vram	after_prompt=334	generated_this_run=189	0, 92115 MiB, 97887 MiB | 1, 10099 MiB, 97887 MiB
340	sxc_claude	greedy	-	79	256	199	true	0.205	2.03	21.69
340	sxc_claude	sampled	0x5eed0000	79	512	254	true	0.338	2.69	18.09
340	sxc_claude	sampled	0x5eed0001	79	512	254	true	0.338	2.69	18.15
# vram	after_prompt=340	generated_this_run=190	0, 92115 MiB, 97887 MiB | 1, 10099 MiB, 97887 MiB
12	chat	greedy	-	78	256	256	false	0.402	3.01	14.59
12	chat	sampled	0x5eed0000	78	512	211	true	0.328	2.63	18.68
12	chat	sampled	0x5eed0001	78	512	211	true	0.328	2.63	18.64
# vram	after_prompt=12	generated_this_run=191	0, 92115 MiB, 97887 MiB | 1, 10099 MiB, 97887 MiB
27	translate	greedy	-	78	256	256	false	0.295	2.49	17.60
27	translate	sampled	0x5eed0000	78	512	512	false	0.237	2.19	22.34
27	translate	sampled	0x5eed0001	78	512	512	false	0.237	2.19	22.37
# vram	after_prompt=27	generated_this_run=192	0, 92115 MiB, 97887 MiB | 1, 10099 MiB, 97887 MiB
143	sxc_hermes	greedy	-	78	256	256	false	0.410	3.05	14.44
143	sxc_hermes	sampled	0x5eed0000	78	512	512	false	0.233	2.17	22.60
143	sxc_hermes	sampled	0x5eed0001	78	512	512	false	0.233	2.17	22.69
# vram	after_prompt=143	generated_this_run=193	0, 92115 MiB, 97887 MiB | 1, 10099 MiB, 97887 MiB
268	sxc_claude	greedy	-	78	256	256	false	0.331	2.67	16.50
268	sxc_claude	sampled	0x5eed0000	78	512	512	false	0.234	2.15	22.73
268	sxc_claude	sampled	0x5eed0001	78	512	512	false	0.234	2.15	22.77
# vram	after_prompt=268	generated_this_run=194	0, 92115 MiB, 97887 MiB | 1, 10099 MiB, 97887 MiB
287	sxc_hermes	greedy	-	78	256	256	false	0.261	2.31	19.04
287	sxc_hermes	sampled	0x5eed0000	78	512	512	false	0.265	2.33	20.99
287	sxc_hermes	sampled	0x5eed0001	78	512	512	false	0.265	2.33	21.01
# vram	after_prompt=287	generated_this_run=195	0, 92115 MiB, 97887 MiB | 1, 10099 MiB, 97887 MiB
130	sxc_eigen	greedy	-	76	256	256	false	0.573	3.88	11.38
130	sxc_eigen	sampled	0x5eed0000	76	512	512	false	0.339	2.69	18.32
130	sxc_eigen	sampled	0x5eed0001	76	512	512	false	0.339	2.69	18.27
# vram	after_prompt=130	generated_this_run=196	0, 92115 MiB, 97887 MiB | 1, 10099 MiB, 97887 MiB
151	sxc_hermes	greedy	-	76	256	225	true	0.369	2.81	15.57
151	sxc_hermes	sampled	0x5eed0000	76	512	422	true	0.255	2.27	21.49
151	sxc_hermes	sampled	0x5eed0001	76	512	422	true	0.255	2.27	21.49
# vram	after_prompt=151	generated_this_run=197	0, 92115 MiB, 97887 MiB | 1, 10099 MiB, 97887 MiB
226	sxc_eigen	greedy	-	76	256	256	false	0.326	2.64	16.62
226	sxc_eigen	sampled	0x5eed0000	76	512	512	false	0.176	1.88	26.07
226	sxc_eigen	sampled	0x5eed0001	76	512	512	false	0.176	1.88	26.03
# vram	after_prompt=226	generated_this_run=198	0, 92115 MiB, 97887 MiB | 1, 10099 MiB, 97887 MiB
354	sxc_eigen	greedy	-	76	256	256	false	0.518	3.61	12.17
354	sxc_eigen	sampled	0x5eed0000	76	512	452	true	0.258	2.30	21.29
354	sxc_eigen	sampled	0x5eed0001	76	512	452	true	0.258	2.30	21.24
# vram	after_prompt=354	generated_this_run=199	0, 92115 MiB, 97887 MiB | 1, 10099 MiB, 97887 MiB
48	effort_low	greedy	-	75	256	256	false	0.409	3.01	14.55
48	effort_low	sampled	0x5eed0000	75	512	512	false	0.340	2.69	18.11
48	effort_low	sampled	0x5eed0001	75	512	512	false	0.340	2.69	18.13
# vram	after_prompt=48	generated_this_run=200	0, 92115 MiB, 97887 MiB | 1, 10099 MiB, 97887 MiB
86	sxc_eigen	greedy	-	75	256	256	false	0.347	2.72	16.14
86	sxc_eigen	sampled	0x5eed0000	75	512	512	false	0.190	1.95	24.97
86	sxc_eigen	sampled	0x5eed0001	75	512	512	false	0.190	1.95	25.00
# vram	after_prompt=86	generated_this_run=201	0, 92115 MiB, 97887 MiB | 1, 10099 MiB, 97887 MiB
117	sxc_codex	greedy	-	75	256	256	false	0.283	2.42	18.06
117	sxc_codex	sampled	0x5eed0000	75	512	512	false	0.186	1.93	25.33
117	sxc_codex	sampled	0x5eed0001	75	512	512	false	0.186	1.93	25.34
# vram	after_prompt=117	generated_this_run=202	0, 92115 MiB, 97887 MiB | 1, 10099 MiB, 97887 MiB
313	sxc_codex	greedy	-	75	256	256	false	0.562	3.76	11.73
313	sxc_codex	sampled	0x5eed0000	75	512	512	false	0.330	2.65	18.40
313	sxc_codex	sampled	0x5eed0001	75	512	512	false	0.330	2.65	18.42
# vram	after_prompt=313	generated_this_run=203	0, 92115 MiB, 97887 MiB | 1, 10099 MiB, 97887 MiB
330	sxc_eigen	greedy	-	75	256	256	false	0.407	3.01	14.55
330	sxc_eigen	sampled	0x5eed0000	75	512	512	false	0.239	2.20	22.43
330	sxc_eigen	sampled	0x5eed0001	75	512	512	false	0.239	2.20	22.34
# vram	after_prompt=330	generated_this_run=204	0, 92115 MiB, 97887 MiB | 1, 10099 MiB, 97887 MiB
13	chat	greedy	-	74	256	256	false	0.312	2.56	17.03
13	chat	sampled	0x5eed0000	74	512	512	false	0.195	1.98	24.81
13	chat	sampled	0x5eed0001	74	512	512	false	0.195	1.98	24.85
# vram	after_prompt=13	generated_this_run=205	0, 92115 MiB, 97887 MiB | 1, 10099 MiB, 97887 MiB
69	sxc_codex	greedy	-	74	256	256	false	0.349	2.72	16.10
69	sxc_codex	sampled	0x5eed0000	74	512	512	false	0.229	2.15	22.77
69	sxc_codex	sampled	0x5eed0001	74	512	512	false	0.229	2.15	22.64
# vram	after_prompt=69	generated_this_run=206	0, 92115 MiB, 97887 MiB | 1, 10099 MiB, 97887 MiB
105	sxc_codex	greedy	-	74	256	205	true	0.386	2.94	14.93
105	sxc_codex	sampled	0x5eed0000	74	512	233	true	0.436	3.18	15.38
105	sxc_codex	sampled	0x5eed0001	74	512	233	true	0.436	3.18	15.39
# vram	after_prompt=105	generated_this_run=207	0, 92115 MiB, 97887 MiB | 1, 10099 MiB, 97887 MiB
195	sxc_hermes	greedy	-	74	256	256	false	0.483	3.41	12.91
195	sxc_hermes	sampled	0x5eed0000	74	512	512	false	0.360	2.80	17.63
195	sxc_hermes	sampled	0x5eed0001	74	512	512	false	0.360	2.80	17.67
# vram	after_prompt=195	generated_this_run=208	0, 92115 MiB, 97887 MiB | 1, 10099 MiB, 97887 MiB
202	sxc_eigen	greedy	-	74	256	125	true	0.550	3.76	11.70
202	sxc_eigen	sampled	0x5eed0000	74	512	152	true	0.311	2.56	19.41
202	sxc_eigen	sampled	0x5eed0001	74	512	152	true	0.311	2.56	19.27
# vram	after_prompt=202	generated_this_run=209	0, 92115 MiB, 97887 MiB | 1, 10099 MiB, 97887 MiB
283	sxc_hermes	greedy	-	74	256	256	false	0.384	2.91	15.12
283	sxc_hermes	sampled	0x5eed0000	74	512	512	false	0.206	2.03	24.14
283	sxc_hermes	sampled	0x5eed0001	74	512	512	false	0.206	2.03	24.13
# vram	after_prompt=283	generated_this_run=210	0, 92115 MiB, 97887 MiB | 1, 10099 MiB, 97887 MiB
286	sxc_eigen	greedy	-	74	256	256	false	0.369	2.84	15.51
286	sxc_eigen	sampled	0x5eed0000	74	512	512	false	0.267	2.34	20.98
286	sxc_eigen	sampled	0x5eed0001	74	512	512	false	0.267	2.34	21.15
# vram	after_prompt=286	generated_this_run=211	0, 92115 MiB, 97887 MiB | 1, 10099 MiB, 97887 MiB
266	sxc_eigen	greedy	-	73	256	117	true	0.432	3.16	13.88
266	sxc_eigen	sampled	0x5eed0000	73	512	161	true	0.311	2.53	19.29
266	sxc_eigen	sampled	0x5eed0001	73	512	161	true	0.311	2.53	19.31
# vram	after_prompt=266	generated_this_run=212	0, 92115 MiB, 97887 MiB | 1, 10099 MiB, 97887 MiB
87	sxc_hermes	greedy	-	72	256	256	false	0.393	2.98	14.78
87	sxc_hermes	sampled	0x5eed0000	72	512	512	false	0.247	2.24	21.84
87	sxc_hermes	sampled	0x5eed0001	72	512	512	false	0.247	2.24	21.81
# vram	after_prompt=87	generated_this_run=213	0, 92115 MiB, 97887 MiB | 1, 10099 MiB, 97887 MiB
111	sxc_hermes	greedy	-	72	256	256	false	0.542	3.71	11.89
111	sxc_hermes	sampled	0x5eed0000	72	512	512	false	0.354	2.77	17.77
111	sxc_hermes	sampled	0x5eed0001	72	512	512	false	0.354	2.77	17.76
# vram	after_prompt=111	generated_this_run=214	0, 92115 MiB, 97887 MiB | 1, 10099 MiB, 97887 MiB
223	sxc_hermes	greedy	-	72	256	256	false	0.412	3.05	14.44
223	sxc_hermes	sampled	0x5eed0000	72	512	512	false	0.251	2.26	21.80
223	sxc_hermes	sampled	0x5eed0001	72	512	512	false	0.251	2.26	21.76
# vram	after_prompt=223	generated_this_run=215	0, 92115 MiB, 97887 MiB | 1, 10099 MiB, 97887 MiB
281	sxc_codex	greedy	-	72	256	256	false	0.249	2.25	19.44
281	sxc_codex	sampled	0x5eed0000	72	512	512	false	0.209	2.03	24.17
281	sxc_codex	sampled	0x5eed0001	72	512	512	false	0.209	2.03	24.40
# vram	after_prompt=281	generated_this_run=216	0, 92115 MiB, 97887 MiB | 1, 10099 MiB, 97887 MiB
71	sxc_hermes	greedy	-	71	256	153	true	0.393	2.98	14.69
71	sxc_hermes	sampled	0x5eed0000	71	512	385	true	0.261	2.31	21.18
71	sxc_hermes	sampled	0x5eed0001	71	512	385	true	0.261	2.31	21.15
# vram	after_prompt=71	generated_this_run=217	0, 92115 MiB, 97887 MiB | 1, 10099 MiB, 97887 MiB
81	sxc_codex	greedy	-	71	256	256	false	0.398	2.98	14.72
81	sxc_codex	sampled	0x5eed0000	71	512	512	false	0.309	2.55	19.33
81	sxc_codex	sampled	0x5eed0001	71	512	512	false	0.309	2.55	19.34
# vram	after_prompt=81	generated_this_run=218	0, 92115 MiB, 97887 MiB | 1, 10099 MiB, 97887 MiB
125	sxc_codex	greedy	-	71	256	256	false	0.347	2.69	16.22
125	sxc_codex	sampled	0x5eed0000	71	512	512	false	0.346	2.72	17.96
125	sxc_codex	sampled	0x5eed0001	71	512	512	false	0.346	2.72	17.95
# vram	after_prompt=125	generated_this_run=219	0, 92115 MiB, 97887 MiB | 1, 10099 MiB, 97887 MiB
159	sxc_hermes	greedy	-	71	256	256	false	0.247	2.25	19.53
159	sxc_hermes	sampled	0x5eed0000	71	512	512	false	0.327	2.63	18.63
159	sxc_hermes	sampled	0x5eed0001	71	512	512	false	0.327	2.63	18.60
# vram	after_prompt=159	generated_this_run=220	0, 92115 MiB, 97887 MiB | 1, 10099 MiB, 97887 MiB
187	sxc_hermes	greedy	-	71	256	256	false	0.407	3.05	14.50
187	sxc_hermes	sampled	0x5eed0000	71	512	512	false	0.302	2.51	19.63
187	sxc_hermes	sampled	0x5eed0001	71	512	512	false	0.302	2.51	19.56
# vram	after_prompt=187	generated_this_run=221	0, 92115 MiB, 97887 MiB | 1, 10099 MiB, 97887 MiB
274	sxc_eigen	greedy	-	71	256	256	false	0.299	2.49	17.59
274	sxc_eigen	sampled	0x5eed0000	71	512	512	false	0.272	2.36	20.87
274	sxc_eigen	sampled	0x5eed0001	71	512	512	false	0.272	2.36	20.66
# vram	after_prompt=274	generated_this_run=222	0, 92115 MiB, 97887 MiB | 1, 10099 MiB, 97887 MiB
290	sxc_eigen	greedy	-	71	256	256	false	0.343	2.69	16.26
290	sxc_eigen	sampled	0x5eed0000	71	512	208	true	0.317	2.57	19.04
290	sxc_eigen	sampled	0x5eed0001	71	512	208	true	0.317	2.57	19.03
# vram	after_prompt=290	generated_this_run=223	0, 92115 MiB, 97887 MiB | 1, 10099 MiB, 97887 MiB
40	think_off	greedy	-	70	256	256	false	0.735	4.65	9.46
40	think_off	sampled	0x5eed0000	70	512	512	false	0.659	4.30	11.40
40	think_off	sampled	0x5eed0001	70	512	512	false	0.659	4.30	11.40
# vram	after_prompt=40	generated_this_run=224	0, 92115 MiB, 97887 MiB | 1, 10099 MiB, 97887 MiB
58	sxc_eigen	greedy	-	70	256	256	false	0.414	3.08	14.18
58	sxc_eigen	sampled	0x5eed0000	70	512	512	false	0.248	2.24	21.96
58	sxc_eigen	sampled	0x5eed0001	70	512	512	false	0.248	2.24	21.94
# vram	after_prompt=58	generated_this_run=225	0, 92115 MiB, 97887 MiB | 1, 10099 MiB, 97887 MiB
107	sxc_hermes	greedy	-	70	256	256	false	0.327	2.61	16.80
107	sxc_hermes	sampled	0x5eed0000	70	512	512	false	0.265	2.33	21.07
107	sxc_hermes	sampled	0x5eed0001	70	512	512	false	0.265	2.33	21.00
# vram	after_prompt=107	generated_this_run=226	0, 92115 MiB, 97887 MiB | 1, 10099 MiB, 97887 MiB
120	sxc_claude	greedy	-	70	256	256	false	0.363	2.81	15.59
120	sxc_claude	sampled	0x5eed0000	70	512	512	false	0.272	2.35	20.85
120	sxc_claude	sampled	0x5eed0001	70	512	512	false	0.272	2.35	20.87
# vram	after_prompt=120	generated_this_run=227	0, 92115 MiB, 97887 MiB | 1, 10099 MiB, 97887 MiB
169	sxc_codex	greedy	-	70	256	256	false	0.302	2.51	17.49
169	sxc_codex	sampled	0x5eed0000	70	512	512	false	0.233	2.17	22.55
169	sxc_codex	sampled	0x5eed0001	70	512	512	false	0.233	2.17	22.49
# vram	after_prompt=169	generated_this_run=228	0, 92115 MiB, 97887 MiB | 1, 10099 MiB, 97887 MiB
178	sxc_eigen	greedy	-	70	256	106	true	0.122	1.61	27.15
178	sxc_eigen	sampled	0x5eed0000	70	512	97	true	0.160	1.80	27.18
178	sxc_eigen	sampled	0x5eed0001	70	512	97	true	0.160	1.80	27.12
# vram	after_prompt=178	generated_this_run=229	0, 92115 MiB, 97887 MiB | 1, 10099 MiB, 97887 MiB
210	sxc_eigen	greedy	-	70	256	256	false	0.284	2.39	18.31
210	sxc_eigen	sampled	0x5eed0000	70	512	512	false	0.201	2.00	24.47
210	sxc_eigen	sampled	0x5eed0001	70	512	512	false	0.201	2.00	24.62
# vram	after_prompt=210	generated_this_run=230	0, 92115 MiB, 97887 MiB | 1, 10099 MiB, 97887 MiB
224	sxc_claude	greedy	-	70	256	256	false	0.414	3.08	14.34
224	sxc_claude	sampled	0x5eed0000	70	512	512	false	0.260	2.31	21.31
224	sxc_claude	sampled	0x5eed0001	70	512	512	false	0.260	2.31	21.14
# vram	after_prompt=224	generated_this_run=231	0, 92115 MiB, 97887 MiB | 1, 10099 MiB, 97887 MiB
234	sxc_eigen	greedy	-	70	256	256	false	0.300	2.51	17.44
234	sxc_eigen	sampled	0x5eed0000	70	512	512	false	0.330	2.64	18.63
234	sxc_eigen	sampled	0x5eed0001	70	512	512	false	0.330	2.64	18.58
