10:00:55 {"backends": [{"url": "http://127.0.0.1:8085", "healthy": true, "outstanding": 0, "total": 0, "errors": 0}, {"url": "http://127.0.0.1:8086", "healthy": true, "outstanding": 0, "total": 0, "errors": 0}, {"url": "http://127.0.0.1:8087", "healthy": true, "outstanding": 0, "total": 0, "errors": 0}, {"url": "http://127.0.0.1:8088", "healthy": true, "outstanding": 0, "total": 0, "errors": 0}, {"url": "http://127.0.0.1:8089", "healthy": true, "outstanding": 0, "total": 0, "errors": 0}, {"url": "http://127.0.0.1:8090", "healthy": true, "outstanding": 0, "total": 0, "errors": 0}], "queue": {"depth": 0, "peak_depth": 0, "enqueued_total": 0, "rejected_429": 0, "cap_per_backend": 8, "queue_max": 256, "queue_deadline_s": 30.0, "wait_p50_s": null, "wait_p95_s": null}, "requests": {"total": 0, "ok": 0, "err_5xx": 0, "ttfb_p50_s": null, "ttfb_p95_s": null, "lat_p50_s": null, "lat_p95_s": null}}
10:01:21 {"backends": [{"url": "http://127.0.0.1:8085", "healthy": true, "outstanding": 8, "total": 50, "errors": 0}, {"url": "http://127.0.0.1:8086", "healthy": true, "outstanding": 8, "total": 48, "errors": 0}, {"url": "http://127.0.0.1:8087", "healthy": true, "outstanding": 8, "total": 48, "errors": 0}, {"url": "http://127.0.0.1:8088", "healthy": true, "outstanding": 8, "total": 48, "errors": 0}, {"url": "http://127.0.0.1:8089", "healthy": true, "outstanding": 8, "total": 48, "errors": 0}, {"url": "http://127.0.0.1:8090", "healthy": true, "outstanding": 7, "total": 48, "errors": 0}], "queue": {"depth": 0, "peak_depth": 0, "enqueued_total": 0, "rejected_429": 0, "cap_per_backend": 8, "queue_max": 256, "queue_deadline_s": 30.0, "wait_p50_s": 0.0, "wait_p95_s": 0.0}, "requests": {"total": 290, "ok": 243, "err_5xx": 0, "ttfb_p50_s": 4.022675988002447, "ttfb_p95_s": 4.222524593002163, "lat_p50_s": 4.02370541900018, "lat_p95_s": 4.223058944000513}}
10:01:22 {"backends": [{"url": "http://127.0.0.1:8085", "healthy": true, "outstanding": 8, "total": 50, "errors": 0}, {"url": "http://127.0.0.1:8086", "healthy": true, "outstanding": 8, "total": 48, "errors": 0}, {"url": "http://127.0.0.1:8087", "healthy": true, "outstanding": 8, "total": 48, "errors": 0}, {"url": "http://127.0.0.1:8088", "healthy": true, "outstanding": 8, "total": 48, "errors": 0}, {"url": "http://127.0.0.1:8089", "healthy": true, "outstanding": 0, "total": 48, "errors": 0}, {"url": "http://127.0.0.1:8090", "healthy": true, "outstanding": 0, "total": 48, "errors": 0}], "queue": {"depth": 0, "peak_depth": 0, "enqueued_total": 0, "rejected_429": 0, "cap_per_backend": 8, "queue_max": 256, "queue_deadline_s": 30.0, "wait_p50_s": 0.0, "wait_p95_s": 0.0}, "requests": {"total": 290, "ok": 258, "err_5xx": 0, "ttfb_p50_s": 3.9805982429970754, "ttfb_p95_s": 4.219349426995905, "lat_p50_s": 3.9811188750027213, "lat_p95_s": 4.2209261800016975}}
10:01:23 {"backends": [{"url": "http://127.0.0.1:8085", "healthy": true, "outstanding": 8, "total": 59, "errors": 0}, {"url": "http://127.0.0.1:8086", "healthy": true, "outstanding": 8, "total": 56, "errors": 0}, {"url": "http://127.0.0.1:8087", "healthy": true, "outstanding": 8, "total": 56, "errors": 0}, {"url": "http://127.0.0.1:8088", "healthy": true, "outstanding": 8, "total": 56, "errors": 0}, {"url": "http://127.0.0.1:8089", "healthy": true, "outstanding": 8, "total": 56, "errors": 0}, {"url": "http://127.0.0.1:8090", "healthy": true, "outstanding": 8, "total": 56, "errors": 0}], "queue": {"depth": 48, "peak_depth": 48, "enqueued_total": 48, "rejected_429": 0, "cap_per_backend": 8, "queue_max": 256, "queue_deadline_s": 30.0, "wait_p50_s": 0.0, "wait_p95_s": 0.0}, "requests": {"total": 339, "ok": 291, "err_5xx": 0, "ttfb_p50_s": 4.01175706799404, "ttfb_p95_s": 4.217505098000402, "lat_p50_s": 4.012520342999778, "lat_p95_s": 4.217902757001866}}
10:01:24 {"backends": [{"url": "http://127.0.0.1:8085", "healthy": true, "outstanding": 8, "total": 59, "errors": 0}, {"url": "http://127.0.0.1:8086", "healthy": true, "outstanding": 8, "total": 56, "errors": 0}, {"url": "http://127.0.0.1:8087", "healthy": true, "outstanding": 8, "total": 56, "errors": 0}, {"url": "http://127.0.0.1:8088", "healthy": true, "outstanding": 8, "total": 56, "errors": 0}, {"url": "http://127.0.0.1:8089", "healthy": true, "outstanding": 8, "total": 56, "errors": 0}, {"url": "http://127.0.0.1:8090", "healthy": true, "outstanding": 8, "total": 56, "errors": 0}], "queue": {"depth": 48, "peak_depth": 48, "enqueued_total": 48, "rejected_429": 0, "cap_per_backend": 8, "queue_max": 256, "queue_deadline_s": 30.0, "wait_p50_s": 0.0, "wait_p95_s": 0.0}, "requests": {"total": 339, "ok": 291, "err_5xx": 0, "ttfb_p50_s": 4.01175706799404, "ttfb_p95_s": 4.217505098000402, "lat_p50_s": 4.012520342999778, "lat_p95_s": 4.217902757001866}}
10:01:25 {"backends": [{"url": "http://127.0.0.1:8085", "healthy": true, "outstanding": 8, "total": 59, "errors": 0}, {"url": "http://127.0.0.1:8086", "healthy": true, "outstanding": 8, "total": 56, "errors": 0}, {"url": "http://127.0.0.1:8087", "healthy": true, "outstanding": 8, "total": 56, "errors": 0}, {"url": "http://127.0.0.1:8088", "healthy": true, "outstanding": 8, "total": 56, "errors": 0}, {"url": "http://127.0.0.1:8089", "healthy": true, "outstanding": 8, "total": 56, "errors": 0}, {"url": "http://127.0.0.1:8090", "healthy": true, "outstanding": 8, "total": 56, "errors": 0}], "queue": {"depth": 48, "peak_depth": 48, "enqueued_total": 48, "rejected_429": 0, "cap_per_backend": 8, "queue_max": 256, "queue_deadline_s": 30.0, "wait_p50_s": 0.0, "wait_p95_s": 0.0}, "requests": {"total": 339, "ok": 291, "err_5xx": 0, "ttfb_p50_s": 4.01175706799404, "ttfb_p95_s": 4.217505098000402, "lat_p50_s": 4.012520342999778, "lat_p95_s": 4.217902757001866}}
10:01:26 {"backends": [{"url": "http://127.0.0.1:8085", "healthy": true, "outstanding": 8, "total": 59, "errors": 0}, {"url": "http://127.0.0.1:8086", "healthy": true, "outstanding": 8, "total": 56, "errors": 0}, {"url": "http://127.0.0.1:8087", "healthy": true, "outstanding": 8, "total": 56, "errors": 0}, {"url": "http://127.0.0.1:8088", "healthy": true, "outstanding": 8, "total": 56, "errors": 0}, {"url": "http://127.0.0.1:8089", "healthy": true, "outstanding": 8, "total": 56, "errors": 0}, {"url": "http://127.0.0.1:8090", "healthy": true, "outstanding": 8, "total": 56, "errors": 0}], "queue": {"depth": 48, "peak_depth": 48, "enqueued_total": 48, "rejected_429": 0, "cap_per_backend": 8, "queue_max": 256, "queue_deadline_s": 30.0, "wait_p50_s": 0.0, "wait_p95_s": 0.0}, "requests": {"total": 339, "ok": 291, "err_5xx": 0, "ttfb_p50_s": 4.01175706799404, "ttfb_p95_s": 4.217505098000402, "lat_p50_s": 4.012520342999778, "lat_p95_s": 4.217902757001866}}
10:01:27 {"backends": [{"url": "http://127.0.0.1:8085", "healthy": true, "outstanding": 8, "total": 67, "errors": 0}, {"url": "http://127.0.0.1:8086", "healthy": true, "outstanding": 8, "total": 64, "errors": 0}, {"url": "http://127.0.0.1:8087", "healthy": true, "outstanding": 8, "total": 64, "errors": 0}, {"url": "http://127.0.0.1:8088", "healthy": true, "outstanding": 8, "total": 64, "errors": 0}, {"url": "http://127.0.0.1:8089", "healthy": true, "outstanding": 8, "total": 64, "errors": 0}, {"url": "http://127.0.0.1:8090", "healthy": true, "outstanding": 8, "total": 64, "errors": 0}], "queue": {"depth": 48, "peak_depth": 48, "enqueued_total": 96, "rejected_429": 0, "cap_per_backend": 8, "queue_max": 256, "queue_deadline_s": 30.0, "wait_p50_s": 0.0, "wait_p95_s": 4.165913674994954}, "requests": {"total": 387, "ok": 339, "err_5xx": 0, "ttfb_p50_s": 4.025103007996222, "ttfb_p95_s": 4.2518833089998225, "lat_p50_s": 4.025382353996974, "lat_p95_s": 4.25278631800029}}
10:01:28 {"backends": [{"url": "http://127.0.0.1:8085", "healthy": true, "outstanding": 8, "total": 67, "errors": 0}, {"url": "http://127.0.0.1:8086", "healthy": true, "outstanding": 8, "total": 64, "errors": 0}, {"url": "http://127.0.0.1:8087", "healthy": true, "outstanding": 8, "total": 64, "errors": 0}, {"url": "http://127.0.0.1:8088", "healthy": true, "outstanding": 8, "total": 64, "errors": 0}, {"url": "http://127.0.0.1:8089", "healthy": true, "outstanding": 8, "total": 64, "errors": 0}, {"url": "http://127.0.0.1:8090", "healthy": true, "outstanding": 8, "total": 64, "errors": 0}], "queue": {"depth": 48, "peak_depth": 48, "enqueued_total": 96, "rejected_429": 0, "cap_per_backend": 8, "queue_max": 256, "queue_deadline_s": 30.0, "wait_p50_s": 0.0, "wait_p95_s": 4.165913674994954}, "requests": {"total": 387, "ok": 339, "err_5xx": 0, "ttfb_p50_s": 4.025103007996222, "ttfb_p95_s": 4.2518833089998225, "lat_p50_s": 4.025382353996974, "lat_p95_s": 4.25278631800029}}
10:01:29 {"backends": [{"url": "http://127.0.0.1:8085", "healthy": true, "outstanding": 8, "total": 67, "errors": 0}, {"url": "http://127.0.0.1:8086", "healthy": true, "outstanding": 8, "total": 64, "errors": 0}, {"url": "http://127.0.0.1:8087", "healthy": true, "outstanding": 8, "total": 64, "errors": 0}, {"url": "http://127.0.0.1:8088", "healthy": true, "outstanding": 8, "total": 64, "errors": 0}, {"url": "http://127.0.0.1:8089", "healthy": true, "outstanding": 8, "total": 64, "errors": 0}, {"url": "http://127.0.0.1:8090", "healthy": true, "outstanding": 8, "total": 64, "errors": 0}], "queue": {"depth": 48, "peak_depth": 48, "enqueued_total": 96, "rejected_429": 0, "cap_per_backend": 8, "queue_max": 256, "queue_deadline_s": 30.0, "wait_p50_s": 0.0, "wait_p95_s": 4.165913674994954}, "requests": {"total": 387, "ok": 339, "err_5xx": 0, "ttfb_p50_s": 4.025103007996222, "ttfb_p95_s": 4.2518833089998225, "lat_p50_s": 4.025382353996974, "lat_p95_s": 4.25278631800029}}
10:01:30 {"backends": [{"url": "http://127.0.0.1:8085", "healthy": true, "outstanding": 8, "total": 67, "errors": 0}, {"url": "http://127.0.0.1:8086", "healthy": true, "outstanding": 8, "total": 64, "errors": 0}, {"url": "http://127.0.0.1:8087", "healthy": true, "outstanding": 8, "total": 64, "errors": 0}, {"url": "http://127.0.0.1:8088", "healthy": true, "outstanding": 8, "total": 64, "errors": 0}, {"url": "http://127.0.0.1:8089", "healthy": true, "outstanding": 8, "total": 64, "errors": 0}, {"url": "http://127.0.0.1:8090", "healthy": true, "outstanding": 8, "total": 64, "errors": 0}], "queue": {"depth": 48, "peak_depth": 48, "enqueued_total": 96, "rejected_429": 0, "cap_per_backend": 8, "queue_max": 256, "queue_deadline_s": 30.0, "wait_p50_s": 0.0, "wait_p95_s": 4.165913674994954}, "requests": {"total": 387, "ok": 339, "err_5xx": 0, "ttfb_p50_s": 4.025103007996222, "ttfb_p95_s": 4.2518833089998225, "lat_p50_s": 4.025382353996974, "lat_p95_s": 4.25278631800029}}
10:01:31 {"backends": [{"url": "http://127.0.0.1:8085", "healthy": true, "outstanding": 8, "total": 75, "errors": 0}, {"url": "http://127.0.0.1:8086", "healthy": true, "outstanding": 8, "total": 72, "errors": 0}, {"url": "http://127.0.0.1:8087", "healthy": true, "outstanding": 8, "total": 66, "errors": 0}, {"url": "http://127.0.0.1:8088", "healthy": true, "outstanding": 8, "total": 66, "errors": 0}, {"url": "http://127.0.0.1:8089", "healthy": true, "outstanding": 8, "total": 72, "errors": 0}, {"url": "http://127.0.0.1:8090", "healthy": true, "outstanding": 8, "total": 72, "errors": 0}], "queue": {"depth": 48, "peak_depth": 48, "enqueued_total": 132, "rejected_429": 0, "cap_per_backend": 8, "queue_max": 256, "queue_deadline_s": 30.0, "wait_p50_s": 0.0, "wait_p95_s": 4.165913674994954}, "requests": {"total": 423, "ok": 375, "err_5xx": 0, "ttfb_p50_s": 4.038600002000749, "ttfb_p95_s": 4.235752871994919, "lat_p50_s": 4.039767604997905, "lat_p95_s": 4.23671974199533}}
10:01:32 {"backends": [{"url": "http://127.0.0.1:8085", "healthy": true, "outstanding": 8, "total": 75, "errors": 0}, {"url": "http://127.0.0.1:8086", "healthy": true, "outstanding": 8, "total": 72, "errors": 0}, {"url": "http://127.0.0.1:8087", "healthy": true, "outstanding": 8, "total": 72, "errors": 0}, {"url": "http://127.0.0.1:8088", "healthy": true, "outstanding": 8, "total": 72, "errors": 0}, {"url": "http://127.0.0.1:8089", "healthy": true, "outstanding": 8, "total": 72, "errors": 0}, {"url": "http://127.0.0.1:8090", "healthy": true, "outstanding": 8, "total": 72, "errors": 0}], "queue": {"depth": 48, "peak_depth": 48, "enqueued_total": 144, "rejected_429": 0, "cap_per_backend": 8, "queue_max": 256, "queue_deadline_s": 30.0, "wait_p50_s": 0.0, "wait_p95_s": 4.175843372999225}, "requests": {"total": 435, "ok": 387, "err_5xx": 0, "ttfb_p50_s": 4.049956939998083, "ttfb_p95_s": 4.235752871994919, "lat_p50_s": 4.050567193000461, "lat_p95_s": 4.23671974199533}}
10:01:33 {"backends": [{"url": "http://127.0.0.1:8085", "healthy": true, "outstanding": 8, "total": 75, "errors": 0}, {"url": "http://127.0.0.1:8086", "healthy": true, "outstanding": 8, "total": 72, "errors": 0}, {"url": "http://127.0.0.1:8087", "healthy": true, "outstanding": 8, "total": 72, "errors": 0}, {"url": "http://127.0.0.1:8088", "healthy": true, "outstanding": 8, "total": 72, "errors": 0}, {"url": "http://127.0.0.1:8089", "healthy": true, "outstanding": 8, "total": 72, "errors": 0}, {"url": "http://127.0.0.1:8090", "healthy": true, "outstanding": 8, "total": 72, "errors": 0}], "queue": {"depth": 48, "peak_depth": 48, "enqueued_total": 144, "rejected_429": 0, "cap_per_backend": 8, "queue_max": 256, "queue_deadline_s": 30.0, "wait_p50_s": 0.0, "wait_p95_s": 4.175843372999225}, "requests": {"total": 435, "ok": 387, "err_5xx": 0, "ttfb_p50_s": 4.049956939998083, "ttfb_p95_s": 4.235752871994919, "lat_p50_s": 4.050567193000461, "lat_p95_s": 4.23671974199533}}
10:01:34 {"backends": [{"url": "http://127.0.0.1:8085", "healthy": true, "outstanding": 8, "total": 75, "errors": 0}, {"url": "http://127.0.0.1:8086", "healthy": true, "outstanding": 8, "total": 72, "errors": 0}, {"url": "http://127.0.0.1:8087", "healthy": true, "outstanding": 8, "total": 72, "errors": 0}, {"url": "http://127.0.0.1:8088", "healthy": true, "outstanding": 8, "total": 72, "errors": 0}, {"url": "http://127.0.0.1:8089", "healthy": true, "outstanding": 8, "total": 72, "errors": 0}, {"url": "http://127.0.0.1:8090", "healthy": true, "outstanding": 8, "total": 72, "errors": 0}], "queue": {"depth": 48, "peak_depth": 48, "enqueued_total": 144, "rejected_429": 0, "cap_per_backend": 8, "queue_max": 256, "queue_deadline_s": 30.0, "wait_p50_s": 0.0, "wait_p95_s": 4.175843372999225}, "requests": {"total": 435, "ok": 387, "err_5xx": 0, "ttfb_p50_s": 4.049956939998083, "ttfb_p95_s": 4.235752871994919, "lat_p50_s": 4.050567193000461, "lat_p95_s": 4.23671974199533}}
10:01:35 {"backends": [{"url": "http://127.0.0.1:8085", "healthy": true, "outstanding": 8, "total": 83, "errors": 0}, {"url": "http://127.0.0.1:8086", "healthy": true, "outstanding": 8, "total": 80, "errors": 0}, {"url": "http://127.0.0.1:8087", "healthy": true, "outstanding": 8, "total": 72, "errors": 0}, {"url": "http://127.0.0.1:8088", "healthy": true, "outstanding": 8, "total": 74, "errors": 0}, {"url": "http://127.0.0.1:8089", "healthy": true, "outstanding": 8, "total": 80, "errors": 0}, {"url": "http://127.0.0.1:8090", "healthy": true, "outstanding": 8, "total": 80, "errors": 0}], "queue": {"depth": 48, "peak_depth": 49, "enqueued_total": 178, "rejected_429": 0, "cap_per_backend": 8, "queue_max": 256, "queue_deadline_s": 30.0, "wait_p50_s": 0.0, "wait_p95_s": 4.175188558998343}, "requests": {"total": 469, "ok": 421, "err_5xx": 0, "ttfb_p50_s": 4.044785361998947, "ttfb_p95_s": 4.229533280005853, "lat_p50_s": 4.04636000499886, "lat_p95_s": 4.230059052002616}}
10:01:36 {"backends": [{"url": "http://127.0.0.1:8085", "healthy": true, "outstanding": 8, "total": 84, "errors": 0}, {"url": "http://127.0.0.1:8086", "healthy": true, "outstanding": 8, "total": 80, "errors": 0}, {"url": "http://127.0.0.1:8087", "healthy": true, "outstanding": 8, "total": 80, "errors": 0}, {"url": "http://127.0.0.1:8088", "healthy": true, "outstanding": 8, "total": 80, "errors": 0}, {"url": "http://127.0.0.1:8089", "healthy": true, "outstanding": 8, "total": 80, "errors": 0}, {"url": "http://127.0.0.1:8090", "healthy": true, "outstanding": 8, "total": 80, "errors": 0}], "queue": {"depth": 48, "peak_depth": 49, "enqueued_total": 193, "rejected_429": 0, "cap_per_backend": 8, "queue_max": 256, "queue_deadline_s": 30.0, "wait_p50_s": 0.0, "wait_p95_s": 4.174784050999733}, "requests": {"total": 484, "ok": 436, "err_5xx": 0, "ttfb_p50_s": 4.049956939998083, "ttfb_p95_s": 4.225797421997413, "lat_p50_s": 4.052060394002183, "lat_p95_s": 4.22671686099784}}
10:01:37 {"backends": [{"url": "http://127.0.0.1:8085", "healthy": true, "outstanding": 8, "total": 84, "errors": 0}, {"url": "http://127.0.0.1:8086", "healthy": true, "outstanding": 8, "total": 80, "errors": 0}, {"url": "http://127.0.0.1:8087", "healthy": true, "outstanding": 8, "total": 80, "errors": 0}, {"url": "http://127.0.0.1:8088", "healthy": true, "outstanding": 8, "total": 80, "errors": 0}, {"url": "http://127.0.0.1:8089", "healthy": true, "outstanding": 8, "total": 80, "errors": 0}, {"url": "http://127.0.0.1:8090", "healthy": true, "outstanding": 8, "total": 80, "errors": 0}], "queue": {"depth": 48, "peak_depth": 49, "enqueued_total": 193, "rejected_429": 0, "cap_per_backend": 8, "queue_max": 256, "queue_deadline_s": 30.0, "wait_p50_s": 0.0, "wait_p95_s": 4.174784050999733}, "requests": {"total": 484, "ok": 436, "err_5xx": 0, "ttfb_p50_s": 4.049956939998083, "ttfb_p95_s": 4.225797421997413, "lat_p50_s": 4.052060394002183, "lat_p95_s": 4.22671686099784}}
10:01:38 {"backends": [{"url": "http://127.0.0.1:8085", "healthy": true, "outstanding": 8, "total": 84, "errors": 0}, {"url": "http://127.0.0.1:8086", "healthy": true, "outstanding": 8, "total": 80, "errors": 0}, {"url": "http://127.0.0.1:8087", "healthy": true, "outstanding": 8, "total": 80, "errors": 0}, {"url": "http://127.0.0.1:8088", "healthy": true, "outstanding": 8, "total": 80, "errors": 0}, {"url": "http://127.0.0.1:8089", "healthy": true, "outstanding": 8, "total": 80, "errors": 0}, {"url": "http://127.0.0.1:8090", "healthy": true, "outstanding": 8, "total": 80, "errors": 0}], "queue": {"depth": 48, "peak_depth": 49, "enqueued_total": 193, "rejected_429": 0, "cap_per_backend": 8, "queue_max": 256, "queue_deadline_s": 30.0, "wait_p50_s": 0.0, "wait_p95_s": 4.174784050999733}, "requests": {"total": 484, "ok": 436, "err_5xx": 0, "ttfb_p50_s": 4.049956939998083, "ttfb_p95_s": 4.225797421997413, "lat_p50_s": 4.052060394002183, "lat_p95_s": 4.22671686099784}}
10:01:39 {"backends": [{"url": "http://127.0.0.1:8085", "healthy": true, "outstanding": 8, "total": 91, "errors": 0}, {"url": "http://127.0.0.1:8086", "healthy": true, "outstanding": 8, "total": 88, "errors": 0}, {"url": "http://127.0.0.1:8087", "healthy": true, "outstanding": 8, "total": 80, "errors": 0}, {"url": "http://127.0.0.1:8088", "healthy": true, "outstanding": 8, "total": 80, "errors": 0}, {"url": "http://127.0.0.1:8089", "healthy": true, "outstanding": 8, "total": 88, "errors": 0}, {"url": "http://127.0.0.1:8090", "healthy": true, "outstanding": 8, "total": 88, "errors": 0}], "queue": {"depth": 46, "peak_depth": 49, "enqueued_total": 222, "rejected_429": 0, "cap_per_backend": 8, "queue_max": 256, "queue_deadline_s": 30.0, "wait_p50_s": 0.0, "wait_p95_s": 4.165938966005342}, "requests": {"total": 515, "ok": 467, "err_5xx": 0, "ttfb_p50_s": 4.059446339000715, "ttfb_p95_s": 4.224416313001711, "lat_p50_s": 4.060575442999834, "lat_p95_s": 4.225604737999674}}
10:01:40 {"backends": [{"url": "http://127.0.0.1:8085", "healthy": true, "outstanding": 8, "total": 92, "errors": 0}, {"url": "http://127.0.0.1:8086", "healthy": true, "outstanding": 8, "total": 88, "errors": 0}, {"url": "http://127.0.0.1:8087", "healthy": true, "outstanding": 8, "total": 88, "errors": 0}, {"url": "http://127.0.0.1:8088", "healthy": true, "outstanding": 8, "total": 88, "errors": 0}, {"url": "http://127.0.0.1:8089", "healthy": true, "outstanding": 8, "total": 88, "errors": 0}, {"url": "http://127.0.0.1:8090", "healthy": true, "outstanding": 8, "total": 88, "errors": 0}], "queue": {"depth": 47, "peak_depth": 49, "enqueued_total": 240, "rejected_429": 0, "cap_per_backend": 8, "queue_max": 256, "queue_deadline_s": 30.0, "wait_p50_s": 0.0, "wait_p95_s": 4.173837659996934}, "requests": {"total": 532, "ok": 484, "err_5xx": 0, "ttfb_p50_s": 4.062671865998709, "ttfb_p95_s": 4.222524593002163, "lat_p50_s": 4.0637246490005055, "lat_p95_s": 4.223058944000513}}
10:01:41 {"backends": [{"url": "http://127.0.0.1:8085", "healthy": true, "outstanding": 8, "total": 92, "errors": 0}, {"url": "http://127.0.0.1:8086", "healthy": true, "outstanding": 8, "total": 88, "errors": 0}, {"url": "http://127.0.0.1:8087", "healthy": true, "outstanding": 8, "total": 88, "errors": 0}, {"url": "http://127.0.0.1:8088", "healthy": true, "outstanding": 8, "total": 88, "errors": 0}, {"url": "http://127.0.0.1:8089", "healthy": true, "outstanding": 8, "total": 88, "errors": 0}, {"url": "http://127.0.0.1:8090", "healthy": true, "outstanding": 8, "total": 88, "errors": 0}], "queue": {"depth": 47, "peak_depth": 49, "enqueued_total": 240, "rejected_429": 0, "cap_per_backend": 8, "queue_max": 256, "queue_deadline_s": 30.0, "wait_p50_s": 0.0, "wait_p95_s": 4.173837659996934}, "requests": {"total": 532, "ok": 484, "err_5xx": 0, "ttfb_p50_s": 4.062671865998709, "ttfb_p95_s": 4.222524593002163, "lat_p50_s": 4.0637246490005055, "lat_p95_s": 4.223058944000513}}
10:01:42 {"backends": [{"url": "http://127.0.0.1:8085", "healthy": true, "outstanding": 8, "total": 92, "errors": 0}, {"url": "http://127.0.0.1:8086", "healthy": true, "outstanding": 8, "total": 88, "errors": 0}, {"url": "http://127.0.0.1:8087", "healthy": true, "outstanding": 8, "total": 88, "errors": 0}, {"url": "http://127.0.0.1:8088", "healthy": true, "outstanding": 8, "total": 88, "errors": 0}, {"url": "http://127.0.0.1:8089", "healthy": true, "outstanding": 8, "total": 88, "errors": 0}, {"url": "http://127.0.0.1:8090", "healthy": true, "outstanding": 8, "total": 88, "errors": 0}], "queue": {"depth": 47, "peak_depth": 49, "enqueued_total": 240, "rejected_429": 0, "cap_per_backend": 8, "queue_max": 256, "queue_deadline_s": 30.0, "wait_p50_s": 0.0, "wait_p95_s": 4.173837659996934}, "requests": {"total": 532, "ok": 484, "err_5xx": 0, "ttfb_p50_s": 4.062671865998709, "ttfb_p95_s": 4.222524593002163, "lat_p50_s": 4.0637246490005055, "lat_p95_s": 4.223058944000513}}
10:01:43 {"backends": [{"url": "http://127.0.0.1:8085", "healthy": true, "outstanding": 8, "total": 99, "errors": 0}, {"url": "http://127.0.0.1:8086", "healthy": true, "outstanding": 8, "total": 90, "errors": 0}, {"url": "http://127.0.0.1:8087", "healthy": true, "outstanding": 8, "total": 88, "errors": 0}, {"url": "http://127.0.0.1:8088", "healthy": true, "outstanding": 8, "total": 88, "errors": 0}, {"url": "http://127.0.0.1:8089", "healthy": true, "outstanding": 8, "total": 96, "errors": 0}, {"url": "http://127.0.0.1:8090", "healthy": true, "outstanding": 8, "total": 96, "errors": 0}], "queue": {"depth": 22, "peak_depth": 49, "enqueued_total": 240, "rejected_429": 0, "cap_per_backend": 8, "queue_max": 256, "queue_deadline_s": 30.0, "wait_p50_s": 0.0, "wait_p95_s": 4.173837659996934}, "requests": {"total": 557, "ok": 509, "err_5xx": 0, "ttfb_p50_s": 4.063981803999923, "ttfb_p95_s": 4.219349426995905, "lat_p50_s": 4.065088547999039, "lat_p95_s": 4.2209261800016975}}
10:01:44 {"backends": [{"url": "http://127.0.0.1:8085", "healthy": true, "outstanding": 8, "total": 100, "errors": 0}, {"url": "http://127.0.0.1:8086", "healthy": true, "outstanding": 8, "total": 96, "errors": 0}, {"url": "http://127.0.0.1:8087", "healthy": true, "outstanding": 7, "total": 95, "errors": 0}, {"url": "http://127.0.0.1:8088", "healthy": true, "outstanding": 8, "total": 96, "errors": 0}, {"url": "http://127.0.0.1:8089", "healthy": true, "outstanding": 8, "total": 96, "errors": 0}, {"url": "http://127.0.0.1:8090", "healthy": true, "outstanding": 8, "total": 96, "errors": 0}], "queue": {"depth": 0, "peak_depth": 49, "enqueued_total": 240, "rejected_429": 0, "cap_per_backend": 8, "queue_max": 256, "queue_deadline_s": 30.0, "wait_p50_s": 0.0, "wait_p95_s": 4.2065620479988866}, "requests": {"total": 579, "ok": 532, "err_5xx": 0, "ttfb_p50_s": 4.070234546001302, "ttfb_p95_s": 4.222234937005851, "lat_p50_s": 4.071254946997215, "lat_p95_s": 4.223058944000513}}
10:01:45 {"backends": [{"url": "http://127.0.0.1:8085", "healthy": true, "outstanding": 8, "total": 100, "errors": 0}, {"url": "http://127.0.0.1:8086", "healthy": true, "outstanding": 8, "total": 96, "errors": 0}, {"url": "http://127.0.0.1:8087", "healthy": true, "outstanding": 7, "total": 95, "errors": 0}, {"url": "http://127.0.0.1:8088", "healthy": true, "outstanding": 8, "total": 96, "errors": 0}, {"url": "http://127.0.0.1:8089", "healthy": true, "outstanding": 8, "total": 96, "errors": 0}, {"url": "http://127.0.0.1:8090", "healthy": true, "outstanding": 8, "total": 96, "errors": 0}], "queue": {"depth": 0, "peak_depth": 49, "enqueued_total": 240, "rejected_429": 0, "cap_per_backend": 8, "queue_max": 256, "queue_deadline_s": 30.0, "wait_p50_s": 0.0, "wait_p95_s": 4.2065620479988866}, "requests": {"total": 579, "ok": 532, "err_5xx": 0, "ttfb_p50_s": 4.070234546001302, "ttfb_p95_s": 4.222234937005851, "lat_p50_s": 4.071254946997215, "lat_p95_s": 4.223058944000513}}
10:01:46 {"backends": [{"url": "http://127.0.0.1:8085", "healthy": true, "outstanding": 8, "total": 100, "errors": 0}, {"url": "http://127.0.0.1:8086", "healthy": true, "outstanding": 8, "total": 96, "errors": 0}, {"url": "http://127.0.0.1:8087", "healthy": true, "outstanding": 7, "total": 95, "errors": 0}, {"url": "http://127.0.0.1:8088", "healthy": true, "outstanding": 8, "total": 96, "errors": 0}, {"url": "http://127.0.0.1:8089", "healthy": true, "outstanding": 8, "total": 96, "errors": 0}, {"url": "http://127.0.0.1:8090", "healthy": true, "outstanding": 8, "total": 96, "errors": 0}], "queue": {"depth": 0, "peak_depth": 49, "enqueued_total": 240, "rejected_429": 0, "cap_per_backend": 8, "queue_max": 256, "queue_deadline_s": 30.0, "wait_p50_s": 0.0, "wait_p95_s": 4.2065620479988866}, "requests": {"total": 579, "ok": 532, "err_5xx": 0, "ttfb_p50_s": 4.070234546001302, "ttfb_p95_s": 4.222234937005851, "lat_p50_s": 4.071254946997215, "lat_p95_s": 4.223058944000513}}
